"DATE","TIME PERIOD","All euro area yield curve - 10-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_10Y)","All euro area yield curve - 1-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_1Y)","All euro area yield curve - 20-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_20Y)","All euro area yield curve - 2-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y)","All euro area yield curve - 30-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_30Y)","All euro area yield curve - 3-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3M)","All euro area yield curve - 3-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y)","All euro area yield curve - 5-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y)","All euro area yield curve - 6-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M)","All euro area yield curve - 7-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_7Y)"
"2005-05-31","31 May 2005","3.365147","2.055644","3.914451","2.177542","4.004063","2.003660","2.332873","2.672273","2.016072","2.988795"
"2005-06-01","01 Jun 2005","3.339011","2.012541","3.917908","2.119023","4.018340","1.983742","2.269850","2.615642","1.987013","2.944922"
"2005-06-02","02 Jun 2005","3.321973","2.019883","3.862606","2.121324","4.002278","2.015433","2.278059","2.632604","2.007570","2.954620"
"2005-06-03","03 Jun 2005","3.255404","2.010281","3.786491","2.096944","3.923506","2.020399","2.242733","2.582711","2.007285","2.895885"
"2005-06-06","06 Jun 2005","3.298714","2.012039","3.819398","2.103061","3.946572","2.026881","2.257451","2.613396","2.011014","2.935592"
"2005-06-07","07 Jun 2005","3.244932","1.993665","3.749835","2.069830","3.869079","2.030525","2.217589","2.568512","2.005859","2.887477"
"2005-06-08","08 Jun 2005","3.214193","1.973894","3.713056","2.039359","3.829101","2.029838","2.184367","2.536637","1.997300","2.857150"
"2005-06-09","09 Jun 2005","3.228724","1.985171","3.723059","2.064448","3.862948","2.038250","2.220936","2.578197","2.005068","2.889038"
"2005-06-10","10 Jun 2005","3.238401","2.005672","3.731897","2.087230","3.842380","2.027670","2.233074","2.575259","2.009464","2.887144"
"2005-06-13","13 Jun 2005","3.269947","1.996306","3.783431","2.080723","3.902124","2.019376","2.231646","2.585251","2.000372","2.907200"
"2005-06-14","14 Jun 2005","3.278263","1.999797","3.797113","2.085590","3.918529","2.020361","2.236948","2.590951","2.002401","2.913695"
"2005-06-15","15 Jun 2005","3.365828","2.032029","3.901800","2.140988","4.030226","2.020998","2.303884","2.667319","2.015418","2.994733"
"2005-06-16","16 Jun 2005","3.411414","2.045848","3.928235","2.173693","4.045990","2.013374","2.347663","2.719484","2.015770","3.046348"
"2005-06-17","17 Jun 2005","3.384553","2.038856","3.888595","2.161175","4.000783","2.014577","2.332449","2.701118","2.013683","3.024798"
"2005-06-20","20 Jun 2005","3.398996","2.016142","3.911754","2.131982","4.026030","2.012862","2.307716","2.692431","2.002727","3.028870"
"2005-06-21","21 Jun 2005","3.308210","1.966223","3.819657","2.052955","3.936626","2.009943","2.218239","2.600345","1.980728","2.938095"
"2005-06-22","22 Jun 2005","3.233155","1.944011","3.730132","2.013640","3.843887","2.011663","2.169842","2.541813","1.972943","2.872166"
"2005-06-23","23 Jun 2005","3.241421","1.952499","3.748613","2.024650","3.867987","2.011428","2.179578","2.548266","1.976629","2.878008"
"2005-06-24","24 Jun 2005","3.217871","1.956079","3.719988","2.026054","3.838766","2.012544","2.176547","2.536353","1.979171","2.859814"
"2005-06-27","27 Jun 2005","3.201430","1.951525","3.704046","2.013639","3.823753","2.019985","2.160965","2.519468","1.981797","2.843134"
"2005-06-28","28 Jun 2005","3.245857","1.966991","3.764990","2.037395","3.891056","2.022399","2.188555","2.551609","1.989533","2.880000"
"2005-06-29","29 Jun 2005","3.223649","1.957244","3.752349","2.018887","3.883066","2.022427","2.164992","2.524723","1.985958","2.854121"
"2005-06-30","30 Jun 2005","3.238617","1.958293","3.755405","2.027054","3.889281","2.026596","2.181797","2.549995","1.987602","2.877611"
"2005-07-01","01 Jul 2005","3.224843","1.970840","3.733903","2.043817","3.866569","2.024938","2.195498","2.552903","1.992236","2.871685"
"2005-07-04","04 Jul 2005","3.260081","2.009980","3.770591","2.098675","3.904076","2.030086","2.251126","2.599336","2.011825","2.910823"
"2005-07-05","05 Jul 2005","3.304464","2.040986","3.809365","2.153744","3.940764","2.020790","2.313132","2.657661","2.018928","2.961960"
"2005-07-06","06 Jul 2005","3.306716","2.044138","3.810954","2.160176","3.942411","2.017779","2.320074","2.663048","2.018468","2.965626"
"2005-07-07","07 Jul 2005","3.281150","2.015980","3.805894","2.113947","3.946589","2.018964","2.268708","2.616416","2.007823","2.928244"
"2005-07-08","08 Jul 2005","3.256306","2.027833","3.771754","2.126738","3.909792","2.020988","2.276440","2.610854","2.014401","2.912368"
"2005-07-11","11 Jul 2005","3.301941","2.053391","3.830010","2.162982","3.917954","2.013974","2.309024","2.634246","2.021780","2.939377"
"2005-07-12","12 Jul 2005","3.309071","2.063045","3.842786","2.179462","3.937896","2.012511","2.327074","2.649156","2.024772","2.949929"
"2005-07-13","13 Jul 2005","3.329480","2.072852","3.873022","2.195257","3.975436","2.014152","2.345546","2.668740","2.029588","2.969370"
"2005-07-14","14 Jul 2005","3.369832","2.080841","3.916152","2.212489","4.018238","2.012870","2.369435","2.701006","2.031661","3.006224"
"2005-07-15","15 Jul 2005","3.372330","2.088604","3.911178","2.222591","4.010440","2.017081","2.380119","2.710211","2.037270","3.012713"
"2005-07-18","18 Jul 2005","3.337476","2.080284","3.869635","2.205677","3.965412","2.018200","2.357633","2.681533","2.034889","2.980855"
"2005-07-19","19 Jul 2005","3.359871","2.088129","3.887067","2.218488","3.978803","2.021185","2.374031","2.702158","2.039616","3.003175"
"2005-07-20","20 Jul 2005","3.375311","2.090089","3.894142","2.224034","3.979300","2.020475","2.382779","2.715475","2.039773","3.018631"
"2005-07-21","21 Jul 2005","3.363961","2.080749","3.893551","2.206703","3.982700","2.021803","2.362011","2.694760","2.036987","3.001437"
"2005-07-22","22 Jul 2005","3.325903","2.069724","3.845258","2.185129","3.928424","2.023559","2.334463","2.661839","2.033890","2.966213"
"2005-07-25","25 Jul 2005","3.314107","2.069896","3.833049","2.184433","3.917969","2.023299","2.332098","2.655703","2.033917","2.957039"
"2005-07-26","26 Jul 2005","3.326962","2.084819","3.844885","2.207466","3.933536","2.025957","2.357602","2.678730","2.041422","2.975204"
"2005-07-27","27 Jul 2005","3.306212","2.085144","3.829294","2.200971","3.922261","2.032912","2.346127","2.661233","2.046005","2.955076"
"2005-07-28","28 Jul 2005","3.311655","2.093634","3.832740","2.215315","3.927944","2.032546","2.362196","2.675198","2.049136","2.965063"
"2005-07-29","29 Jul 2005","3.312225","2.096357","3.830991","2.220050","3.925919","2.032200","2.367482","2.679558","2.050002","2.967745"
"2005-08-01","01 Aug 2005","3.368117","2.121465","3.876170","2.263947","3.966918","2.035093","2.421871","2.741223","2.061251","3.028568"
"2005-08-02","02 Aug 2005","3.369885","2.115680","3.876205","2.261130","3.965707","2.026157","2.421009","2.742390","2.053470","3.030399"
"2005-08-03","03 Aug 2005","3.406919","2.128627","3.910460","2.282772","3.997465","2.029978","2.448494","2.776246","2.060628","3.066746"
"2005-08-04","04 Aug 2005","3.393748","2.130428","3.893951","2.283017","3.981282","2.032324","2.446726","2.770273","2.062874","3.057214"
"2005-08-05","05 Aug 2005","3.443138","2.149494","3.937652","2.315638","4.022257","2.036410","2.487781","2.819126","2.072505","3.107814"
"2005-08-08","08 Aug 2005","3.444392","2.151505","3.931895","2.320721","4.013892","2.034479","2.494232","2.825458","2.072079","3.112349"
"2005-08-09","09 Aug 2005","3.426251","2.155274","3.912113","2.323072","3.998322","2.037743","2.493872","2.818596","2.075709","3.099756"
"2005-08-10","10 Aug 2005","3.406766","2.152601","3.891709","2.315956","3.978404","2.039308","2.483383","2.803608","2.075762","3.082190"
"2005-08-11","11 Aug 2005","3.408497","2.145409","3.897764","2.309144","3.985426","2.032375","2.477449","2.800033","2.068677","3.081007"
"2005-08-12","12 Aug 2005","3.377299","2.126334","3.875353","2.274268","3.960486","2.033414","2.435059","2.755683","2.062038","3.041491"
"2005-08-15","15 Aug 2005","3.354003","2.111801","3.847868","2.247279","3.924417","2.035961","2.402935","2.723616","2.057957","3.013545"
"2005-08-16","16 Aug 2005","3.332256","2.100784","3.835147","2.226389","3.915088","2.037203","2.377024","2.695400","2.054538","2.987318"
"2005-08-17","17 Aug 2005","3.308043","2.095564","3.810202","2.214376","3.890414","2.039406","2.360621","2.674328","2.053996","2.964262"
"2005-08-18","18 Aug 2005","3.289528","2.087054","3.790891","2.201664","3.870929","2.035800","2.345434","2.656901","2.048546","2.946117"
"2005-08-19","19 Aug 2005","3.280805","2.090858","3.782725","2.207307","3.867167","2.035128","2.350249","2.657126","2.049754","2.941682"
"2005-08-22","22 Aug 2005","3.292712","2.095832","3.793745","2.216675","3.878774","2.034744","2.361963","2.670302","2.051401","2.954570"
"2005-08-23","23 Aug 2005","3.258511","2.102530","3.762369","2.222227","3.858620","2.037489","2.362470","2.657456","2.056077","2.930228"
"2005-08-24","24 Aug 2005","3.245274","2.104141","3.742701","2.220398","3.835653","2.042549","2.358101","2.649562","2.059887","2.919863"
"2005-08-25","25 Aug 2005","3.224284","2.096246","3.724496","2.206562","3.818939","2.041270","2.340602","2.628719","2.056153","2.898300"
"2005-08-26","26 Aug 2005","3.224043","2.104769","3.718148","2.218368","3.812426","2.044398","2.352910","2.638145","2.061432","2.903442"
"2005-08-29","29 Aug 2005","3.220723","2.107336","3.718811","2.224827","3.820496","2.040476","2.359990","2.642280","2.060109","2.903680"
"2005-08-30","30 Aug 2005","3.246090","2.116520","3.734432","2.243759","3.831512","2.038581","2.384650","2.671287","2.062340","2.932344"
"2005-08-31","31 Aug 2005","3.179584","2.095852","3.695343","2.202941","3.810731","2.038882","2.330392","2.603476","2.055002","2.861463"
"2005-09-01","01 Sep 2005","3.158396","2.062169","3.666970","2.159304","3.766718","2.021378","2.284818","2.564417","2.031043","2.831553"
"2005-09-02","02 Sep 2005","3.143420","2.043538","3.655982","2.133256","3.753748","2.013743","2.256444","2.538431","2.019083","2.810549"
"2005-09-05","05 Sep 2005","3.131771","2.038666","3.640971","2.126152","3.736812","2.011487","2.247998","2.528598","2.015841","2.799938"
"2005-09-06","06 Sep 2005","3.157442","2.054918","3.660073","2.149878","3.753040","2.018623","2.275662","2.558407","2.026429","2.828617"
"2005-09-07","07 Sep 2005","3.163881","2.059411","3.663058","2.156918","3.754579","2.019942","2.283967","2.567161","2.028955","2.836625"
"2005-09-08","08 Sep 2005","3.147658","2.058226","3.650310","2.150492","3.744664","2.024057","2.273875","2.552880","2.031151","2.820667"
"2005-09-09","09 Sep 2005","3.124498","2.066136","3.629678","2.159694","3.733741","2.025780","2.279959","2.548305","2.035593","2.806201"
"2005-09-12","12 Sep 2005","3.184390","2.090219","3.696229","2.200675","3.807468","2.029995","2.330606","2.606724","2.047278","2.866043"
"2005-09-13","13 Sep 2005","3.177092","2.090603","3.705455","2.200477","3.830972","2.029260","2.328698","2.601020","2.047120","2.858148"
"2005-09-14","14 Sep 2005","3.152480","2.094390","3.672145","2.203577","3.798453","2.031201","2.328990","2.593268","2.049967","2.842425"
"2005-09-15","15 Sep 2005","3.179567","2.106481","3.690811","2.226615","3.815702","2.030497","2.358127","2.626219","2.054054","2.873983"
"2005-09-16","16 Sep 2005","3.202830","2.113712","3.713570","2.240707","3.839474","2.030220","2.376534","2.648698","2.056549","2.897499"
"2005-09-19","19 Sep 2005","3.187647","2.108414","3.702133","2.232565","3.831523","2.027501","2.366159","2.635361","2.052926","2.882710"
"2005-09-20","20 Sep 2005","3.143066","2.096615","3.654590","2.212646","3.784509","2.023277","2.339916","2.600359","2.046017","2.842401"
"2005-09-21","21 Sep 2005","3.096973","2.088440","3.595561","2.197469","3.720562","2.021113","2.318720","2.569476","2.041770","2.804209"
"2005-09-22","22 Sep 2005","3.102318","2.085158","3.599072","2.190987","3.714857","2.023092","2.311815","2.565659","2.041656","2.804758"
"2005-09-23","23 Sep 2005","3.124643","2.111937","3.602314","2.228947","3.716013","2.035312","2.354529","2.607174","2.059441","2.839080"
"2005-09-26","26 Sep 2005","3.179547","2.136027","3.676645","2.273139","3.823159","2.035331","2.409465","2.668190","2.068524","2.897927"
"2005-09-27","27 Sep 2005","3.172630","2.137505","3.672536","2.272073","3.821740","2.039206","2.406474","2.662745","2.071548","2.891323"
"2005-09-28","28 Sep 2005","3.194042","2.155607","3.671157","2.304809","3.824203","2.039845","2.446670","2.704749","2.078736","2.926565"
"2005-09-29","29 Sep 2005","3.210620","2.180715","3.652261","2.335526","3.785642","2.058311","2.480121","2.737769","2.099681","2.954474"
"2005-09-30","30 Sep 2005","3.194569","2.184064","3.643549","2.341390","3.809664","2.056967","2.485561","2.737706","2.100223","2.947071"
"2005-10-03","03 Oct 2005","3.273661","2.201566","3.684262","2.379163","3.813705","2.055333","2.538590","2.809657","2.105379","3.026908"
"2005-10-04","04 Oct 2005","3.219312","2.191722","3.657360","2.354807","3.813103","2.059153","2.503276","2.760680","2.104354","2.972161"
"2005-10-05","05 Oct 2005","3.220854","2.193862","3.655499","2.357434","3.809177","2.060742","2.506162","2.763589","2.106146","2.974675"
"2005-10-06","06 Oct 2005","3.232207","2.198455","3.679285","2.361672","3.841246","2.065969","2.510498","2.769110","2.111123","2.982227"
"2005-10-07","07 Oct 2005","3.233046","2.237273","3.670670","2.401216","3.866363","2.101610","2.547893","2.797269","2.148119","2.998755"
"2005-10-10","10 Oct 2005","3.207888","2.230291","3.644391","2.390329","3.842252","2.098055","2.533755","2.778223","2.143370","2.976428"
"2005-10-11","11 Oct 2005","3.225613","2.239934","3.657725","2.402440","3.850930","2.105405","2.547761","2.794673","2.151530","2.994010"
"2005-10-12","12 Oct 2005","3.256949","2.237627","3.690027","2.407564","3.878561","2.096538","2.559022","2.815083","2.144952","3.020396"
"2005-10-13","13 Oct 2005","3.320711","2.242133","3.760644","2.424258","3.944234","2.090458","2.585985","2.857870","2.142549","3.074128"
"2005-10-14","14 Oct 2005","3.318013","2.237914","3.760032","2.420083","3.945024","2.086248","2.581907","2.854098","2.138331","3.070755"
"2005-10-17","17 Oct 2005","3.336370","2.269540","3.764930","2.450708","3.941750","2.118428","2.611302","2.880582","2.170347","3.094020"
"2005-10-18","18 Oct 2005","3.337259","2.271013","3.772930","2.451054","3.955545","2.121062","2.610920","2.879666","2.172562","3.093440"
"2005-10-19","19 Oct 2005","3.306253","2.243495","3.757659","2.420422","3.952849","2.096691","2.578207","2.845161","2.147057","3.059363"
"2005-10-20","20 Oct 2005","3.334778","2.280115","3.780689","2.465173","4.011602","2.123260","2.626587","2.892300","2.177412","3.099685"
"2005-10-21","21 Oct 2005","3.271944","2.260462","3.705439","2.437279","3.932673","2.110713","2.591660","2.846214","2.162401","3.045386"
"2005-10-24","24 Oct 2005","3.267213","2.255861","3.708262","2.431227","3.940253","2.107681","2.584746","2.838849","2.158795","3.038666"
"2005-10-25","25 Oct 2005","3.320083","2.282889","3.753220","2.465647","3.976211","2.127831","2.624866","2.886469","2.181377","3.090080"
"2005-10-26","26 Oct 2005","3.423325","2.341104","3.829211","2.539319","4.028043","2.171260","2.709978","2.985383","2.230072","3.194393"
"2005-10-27","27 Oct 2005","3.413957","2.347966","3.835530","2.539629","4.047323","2.184505","2.705577","2.975696","2.241033","3.183211"
"2005-10-28","28 Oct 2005","3.420933","2.370634","3.831109","2.560851","4.037951","2.208041","2.725129","2.991576","2.264305","3.195357"
"2005-10-31","31 Oct 2005","3.411285","2.367907","3.830618","2.564284","4.072078","2.197033","2.730791","2.995032","2.256473","3.193173"
"2005-11-01","01 Nov 2005","3.420746","2.390806","3.817484","2.592692","4.054425","2.212568","2.761139","3.022773","2.274825","3.214172"
"2005-11-02","02 Nov 2005","3.489056","2.423314","3.865318","2.635439","4.081016","2.235887","2.812038","3.084670","2.301358","3.281486"
"2005-11-03","03 Nov 2005","3.500958","2.459276","3.883850","2.671125","4.018895","2.137259","2.804934","3.037024","2.270849","3.250575"
"2005-11-04","04 Nov 2005","3.510934","2.445100","3.891211","2.656236","4.024588","2.131968","2.794836","3.037985","2.261472","3.257910"
"2005-11-07","07 Nov 2005","3.534978","2.495194","3.897829","2.713963","4.024962","2.159524","2.850544","3.083305","2.299106","3.293229"
"2005-11-08","08 Nov 2005","3.516994","2.498677","3.873479","2.707930","3.998079","2.174946","2.839954","3.069605","2.310051","3.277951"
"2005-11-09","09 Nov 2005","3.550404","2.530443","3.893973","2.745543","4.013521","2.194143","2.879823","3.110529","2.334869","3.316850"
"2005-11-10","10 Nov 2005","3.575473","2.529220","3.916047","2.747083","4.033840","2.186030","2.885470","3.126448","2.330328","3.339283"
"2005-11-11","11 Nov 2005","3.560668","2.524902","3.897133","2.734005","4.013087","2.187277","2.868510","3.110039","2.330510","3.324610"
"2005-11-14","14 Nov 2005","3.549164","2.530259","3.890057","2.724846","4.007443","2.207324","2.852393","3.092224","2.345648","3.309552"
"2005-11-15","15 Nov 2005","3.587114","2.539987","3.928765","2.741848","4.046287","2.215051","2.876333","3.124769","2.353324","3.345728"
"2005-11-16","16 Nov 2005","3.489573","2.499754","3.856660","2.678856","3.984601","2.211634","2.797745","3.026084","2.333849","3.241705"
"2005-11-17","17 Nov 2005","3.511684","2.525513","3.868576","2.711791","3.992948","2.230480","2.833628","3.060008","2.354905","3.270517"
"2005-11-18","18 Nov 2005","3.573905","2.618278","3.905878","2.821771","4.021910","2.298825","2.946320","3.158822","2.432320","3.351725"
"2005-11-21","21 Nov 2005","3.571715","2.629591","3.900357","2.823491","4.014428","2.300705","2.940169","3.151065","2.441098","3.347492"
"2005-11-22","22 Nov 2005","3.546076","2.608727","3.877573","2.792710","3.992674","2.305852","2.908442","3.121647","2.434552","3.319990"
"2005-11-23","23 Nov 2005","3.517087","2.594211","3.855688","2.764024","3.973355","2.313537","2.874194","3.086075","2.433235","3.286884"
"2005-11-24","24 Nov 2005","3.416430","2.554342","3.809819","2.710650","3.953443","2.324595","2.811693","2.996357","2.418868","3.181147"
"2005-11-25","25 Nov 2005","3.458198","2.568825","3.811505","2.717638","3.935057","2.322496","2.817788","3.021924","2.427825","3.222730"
"2005-11-28","28 Nov 2005","3.465609","2.593304","3.820857","2.751453","3.946215","2.332248","2.851003","3.043705","2.443007","3.235210"
"2005-11-29","29 Nov 2005","3.465531","2.590735","3.821263","2.749370","3.946856","2.331654","2.849848","3.043416","2.441309","3.235052"
"2005-11-30","30 Nov 2005","3.503981","2.614986","3.835537","2.778222","3.950863","2.338137","2.882276","3.084805","2.456825","3.279419"
"2005-12-01","01 Dec 2005","3.427162","2.557036","3.779058","2.703304","3.902758","2.324914","2.802633","3.001125","2.423040","3.196066"
"2005-12-02","02 Dec 2005","3.460157","2.553423","3.811249","2.706752","3.933956","2.312111","2.812736","3.023173","2.414167","3.225306"
